Shipment ID,Sales Person,Geography,Product,Sales,Status,Delivered On,Date
1218,Kayla Banks,Brazil,Webcam,345.94,Completed,2/15/2024,2/11/2024
1219,Justin Bowman,France,Webcam,855.61,Active,NULL,10/28/2023
1220,Brandon Richards,India,Mouse,286.2,Active,NULL,1/21/2023
1221,Kayla Banks,China,Webcam,249.02,Completed,1/16/2023,1/1/2023
1222,Michelle Garrett,Germany,Webcam,890.02,Completed,6/1/2023,5/22/2023
1223,Kevin King,India,Laptop,360.11,Completed,11/4/2022,10/23/2022
1224,Jeffrey Sims,USA,Tablet,541.91,Active,NULL,1/19/2023
1225,Jeffrey Sims,India,Monitor,955.92,Active,NULL,1/14/2024
1226,Michelle Garrett,Australia,Tablet,316.97,Active,NULL,11/30/2022
1227,James Moore,Japan,Laptop,690.94,Completed,8/8/2024,7/21/2024
1228,Cynthia Herman,China,Speaker,151.51,Active,NULL,5/9/2023
1229,Jessica White,India,Tablet,475.15,Active,NULL,6/9/2023
1230,Michelle Garrett,France,Monitor,487.24,Completed,7/29/2023,7/23/2023
1231,Jeffrey Rivera,USA,Webcam,598.1,Active,NULL,5/29/2024
1232,Michelle Garrett,Japan,Headphones,377.47,Active,NULL,12/27/2023
1233,Jessica White,Brazil,Speaker,483.13,Completed,3/11/2023,3/7/2023
1234,Jeffrey Sims,France,Smartphone,789.66,Completed,6/5/2024,5/30/2024
1235,James Moore,UK,Webcam,749.49,Completed,1/24/2023,1/16/2023
1236,Michelle Garrett,Germany,Tablet,346.63,Completed,10/30/2022,10/20/2022
1237,Kevin King,India,Speaker,367.44,Completed,8/5/2024,7/24/2024
1238,Brandon Richards,Germany,Mouse,959.29,Completed,3/21/2023,3/11/2023
1239,Stacey Brown,Brazil,Speaker,536.06,Active,NULL,11/29/2023
1240,Kevin King,Canada,Keyboard,547.13,Completed,11/13/2023,11/11/2023
1241,Debra Hughes,Germany,Printer,765.47,Completed,11/13/2023,11/3/2023
1242,Michelle Garrett,Japan,Speaker,317.96,Completed,4/13/2024,3/26/2024
1243,Jessica White,Japan,Mouse,987.49,Active,NULL,6/20/2024
1244,Catherine Roberts,China,Speaker,861.74,Completed,8/6/2023,7/22/2023
1245,Jessica White,Canada,Mouse,316.5,Active,NULL,9/11/2022
1246,Candace Harris,China,Headphones,763.32,Completed,5/17/2024,5/2/2024
1247,Stacey Brown,France,Speaker,500.75,Completed,10/5/2022,9/29/2022
1248,Justin Bowman,Canada,Keyboard,900.04,Completed,2/22/2023,2/20/2023
1249,Michelle Garrett,USA,Smartphone,617.16,Completed,11/18/2023,11/17/2023
1250,Erin Arnold,Brazil,Webcam,689.72,Completed,10/2/2022,9/28/2022
1251,Jeffery Mills,Germany,Smartphone,816.53,Completed,3/14/2024,3/4/2024
1252,Debra Hughes,China,Mouse,583.65,Active,NULL,9/4/2022
1253,Kayla Banks,France,Mouse,653.23,Completed,10/28/2022,10/22/2022
1254,Jeffery Mills,Australia,Tablet,810.04,Completed,8/5/2023,7/16/2023
1255,Erin Arnold,China,Monitor,589.29,Active,NULL,12/30/2022
1256,Erin Arnold,UK,Keyboard,664.32,Active,NULL,3/22/2024
1257,James Moore,Australia,Tablet,658.83,Completed,8/8/2023,7/19/2023
1258,Michelle Garrett,Japan,Mouse,997.65,Completed,1/25/2024,1/7/2024
1259,Michelle Garrett,Germany,Smartphone,457.98,Active,NULL,8/16/2022
1260,Bonnie Lucero,USA,Webcam,766.17,Completed,7/5/2023,7/4/2023
1261,Jessica White,USA,Tablet,966.53,Completed,6/11/2024,6/10/2024
1262,Gabriel Vasquez,UK,Speaker,716.25,Active,NULL,11/19/2023
1263,Laurie Figueroa,Canada,Printer,487.7,Completed,9/21/2022,9/19/2022
1264,Justin Bowman,France,Speaker,612.32,Active,NULL,1/7/2023
1265,Jeffery Mills,France,Mouse,306.76,Completed,8/17/2022,8/11/2022
1266,Michelle Garrett,Australia,Smartphone,994.32,Completed,11/22/2022,11/2/2022
1267,Jeffery Mills,France,Tablet,627.92,Completed,3/31/2023,3/25/2023
1268,Jeffrey Sims,France,Headphones,250.18,Completed,9/16/2023,9/10/2023
1269,Jessica White,Brazil,Tablet,369.18,Active,NULL,2/14/2023
1270,Debra Hughes,Germany,Keyboard,548.28,Active,NULL,6/17/2024
1271,James Moore,UK,Speaker,305.82,Completed,11/2/2022,10/25/2022
1272,Sandra Henderson,UK,Tablet,471.89,Completed,1/22/2023,1/14/2023
1273,Jeffery Mills,China,Headphones,358.64,Completed,6/19/2024,6/4/2024
1274,Debra Hughes,Brazil,Tablet,126.51,Active,NULL,12/26/2023
1275,Justin Bowman,Japan,Speaker,665.43,Completed,9/14/2022,8/27/2022
1276,Stacey Brown,USA,Speaker,479.54,Active,NULL,9/16/2023
1277,Catherine Roberts,India,Tablet,560.47,Active,NULL,4/22/2024
1278,Kayla Banks,Japan,Tablet,671.69,Completed,1/15/2024,12/28/2023
1279,Kayla Banks,France,Headphones,921.68,Completed,1/6/2023,12/31/2022
1280,Jessica White,Brazil,Webcam,513.38,Completed,6/24/2024,6/20/2024
1281,Sandra Henderson,Germany,Laptop,592.32,Completed,10/28/2022,10/18/2022
1282,Debra Hughes,Japan,Mouse,525.69,Completed,3/15/2024,2/26/2024
1283,Kayla Banks,USA,Smartphone,952,Completed,3/26/2023,3/25/2023
1284,Bonnie Lucero,India,Webcam,388.74,Completed,11/30/2023,11/18/2023
1285,James Moore,USA,Webcam,971.24,Completed,3/14/2024,3/13/2024
1286,Jeffery Mills,Canada,Webcam,520.57,Active,NULL,10/18/2022
1287,Candace Harris,Australia,Webcam,647.87,Completed,10/27/2023,10/7/2023
1288,Candace Harris,France,Monitor,982.14,Completed,4/10/2023,4/4/2023
1289,Laurie Figueroa,China,Laptop,778.66,Completed,11/21/2023,11/6/2023
1290,Kevin King,India,Keyboard,895.55,Completed,2/10/2024,1/29/2024
1291,James Moore,India,Printer,744.81,Active,NULL,10/7/2023
1292,Erin Arnold,UK,Speaker,964.98,Active,NULL,12/24/2022
1293,Brandon Richards,China,Laptop,933.39,Active,NULL,12/12/2022
1294,Bonnie Lucero,France,Monitor,429.69,Completed,5/20/2024,5/14/2024
1295,Kevin King,Japan,Monitor,111.91,Completed,1/15/2024,12/28/2023
1296,Brandon Richards,Brazil,Mouse,345.69,Active,NULL,3/31/2024
1297,Brandon Richards,Brazil,Webcam,702.64,Active,NULL,7/18/2024
1298,Brandon Richards,Germany,Monitor,911.56,Completed,12/11/2022,12/1/2022
1299,Catherine Roberts,India,Tablet,102.41,Completed,5/11/2024,4/29/2024
1300,Jessica White,China,Monitor,630.25,Active,NULL,5/20/2024
1301,Brandon Richards,Germany,Monitor,512.73,Active,NULL,11/8/2023
1302,Catherine Roberts,USA,Headphones,678.61,Active,NULL,4/24/2023
1303,Jeffery Mills,France,Monitor,715.94,Completed,2/9/2024,2/3/2024
1304,Erin Arnold,Japan,Monitor,151.79,Completed,7/27/2024,7/9/2024
1305,Stacey Brown,Germany,Mouse,335.64,Completed,1/20/2023,1/10/2023
1306,Jeffrey Sims,Australia,Tablet,442.12,Active,NULL,8/7/2022
1307,Kayla Banks,Australia,Monitor,651.64,Completed,6/15/2023,5/26/2023
1308,Cynthia Herman,India,Laptop,778.71,Completed,10/28/2022,10/16/2022
1309,Cynthia Herman,Germany,Printer,149.99,Completed,2/3/2024,1/24/2024
1310,Justin Bowman,UK,Keyboard,805.43,Active,NULL,8/19/2023
1311,Justin Bowman,India,Monitor,649.79,Completed,12/24/2022,12/12/2022
1312,Jeffery Mills,Germany,Headphones,461.44,Active,NULL,11/10/2022
1313,James Moore,Brazil,Speaker,395.56,Completed,9/16/2023,9/12/2023
1314,Kayla Banks,UK,Speaker,375.84,Active,NULL,2/12/2023
1315,Michelle Garrett,Australia,Speaker,223.33,Completed,4/23/2023,4/3/2023
1316,Sandra Henderson,India,Printer,588.59,Active,NULL,2/7/2023
1317,Justin Bowman,Australia,Monitor,358.49,Active,NULL,3/8/2023
1318,Kayla Banks,Australia,Monitor,161.49,Active,NULL,10/23/2023
1319,Jeffrey Rivera,Canada,Keyboard,625.77,Completed,9/10/2022,9/8/2022
1320,Brandon Richards,Brazil,Webcam,761.4,Active,NULL,7/20/2023
1321,James Moore,Australia,Keyboard,500.23,Completed,12/23/2022,12/3/2022
1322,Erin Arnold,China,Speaker,846.84,Active,NULL,6/12/2024
1323,Jeffery Mills,UK,Webcam,984.38,Completed,9/1/2023,8/24/2023
1324,Erin Arnold,Brazil,Speaker,417.71,Completed,5/15/2023,5/11/2023
1325,Jeffery Mills,India,Laptop,502.91,Completed,8/27/2022,8/15/2022
1326,Catherine Roberts,UK,Webcam,719.86,Completed,9/24/2022,9/16/2022
1327,Laurie Figueroa,India,Smartphone,388.3,Completed,8/29/2023,8/17/2023
1328,Gabriel Vasquez,USA,Keyboard,257.56,Active,NULL,9/16/2023
1329,Jeffrey Rivera,USA,Keyboard,131.61,Completed,2/19/2023,2/18/2023
1330,Jeffrey Sims,Brazil,Keyboard,508,Completed,7/10/2023,7/6/2023
1331,Candace Harris,France,Monitor,850.37,Active,NULL,10/12/2022
1332,Cynthia Herman,Canada,Headphones,743.65,Completed,9/21/2023,9/19/2023
1333,Catherine Roberts,Canada,Monitor,489.56,Completed,3/10/2023,3/8/2023
1334,Kevin King,India,Tablet,309.53,Completed,8/9/2024,7/28/2024
1335,Catherine Roberts,China,Laptop,336.78,Active,NULL,2/29/2024
1336,Jeffrey Rivera,France,Webcam,908.07,Active,NULL,1/8/2024
1337,Michelle Garrett,China,Keyboard,638.39,Completed,12/22/2023,12/7/2023
1338,Brandon Richards,UK,Smartphone,635.56,Completed,3/31/2023,3/23/2023
1339,Jessica White,USA,Printer,136.52,Completed,10/3/2023,10/2/2023
1340,Gabriel Vasquez,Canada,Monitor,699.21,Completed,8/10/2023,8/8/2023
1341,James Moore,Brazil,Tablet,731.74,Completed,11/17/2023,11/13/2023
1342,James Moore,UK,Printer,856.75,Completed,7/17/2024,7/9/2024
1343,Jeffrey Sims,Germany,Smartphone,907.4,Active,NULL,10/1/2022
1344,Debra Hughes,France,Speaker,965.69,Completed,3/27/2024,3/21/2024
1345,Brandon Richards,Australia,Speaker,175.17,Completed,3/18/2024,2/27/2024
1346,Sandra Henderson,India,Laptop,260.33,Completed,5/21/2024,5/9/2024
1347,Jeffrey Rivera,USA,Headphones,628.48,Active,NULL,9/14/2023
1348,Sandra Henderson,USA,Webcam,617.16,Active,NULL,8/31/2023
1349,Candace Harris,China,Smartphone,445.46,Active,NULL,9/24/2022
1350,Jeffrey Rivera,Brazil,Printer,104.35,Completed,2/17/2024,2/13/2024
1351,Stacey Brown,Canada,Webcam,636.72,Active,NULL,6/14/2024
1352,Jeffery Mills,China,Keyboard,563.21,Active,NULL,4/3/2024
1353,Candace Harris,India,Tablet,125.44,Completed,9/27/2022,9/15/2022
1354,Debra Hughes,France,Tablet,214.67,Active,NULL,5/16/2024
1355,Debra Hughes,USA,Tablet,202.21,Completed,2/8/2024,2/7/2024
1356,Bonnie Lucero,Japan,Tablet,500.39,Completed,3/28/2024,3/10/2024
1357,Justin Bowman,UK,Printer,648.87,Completed,4/1/2024,3/24/2024
1358,Cynthia Herman,Australia,Keyboard,525.08,Completed,5/21/2023,5/1/2023
1359,Candace Harris,India,Printer,455.57,Active,NULL,7/6/2024
1360,Debra Hughes,Australia,Keyboard,332.05,Completed,8/12/2024,7/23/2024
1361,Laurie Figueroa,Canada,Monitor,815.41,Active,NULL,8/20/2022
1362,Jeffrey Sims,Brazil,Laptop,187.79,Active,NULL,3/31/2023
1363,Stacey Brown,Japan,Tablet,289.22,Completed,6/7/2024,5/20/2024
1364,Justin Bowman,USA,Headphones,189.16,Completed,2/10/2023,2/9/2023
1365,Catherine Roberts,France,Keyboard,689.41,Completed,11/12/2022,11/6/2022
1366,Debra Hughes,France,Monitor,999.55,Completed,9/4/2022,8/29/2022
1367,James Moore,India,Laptop,744.52,Completed,9/25/2022,9/13/2022
1368,Justin Bowman,USA,Printer,870.05,Completed,6/11/2023,6/10/2023
1369,Jessica White,Brazil,Webcam,107.7,Completed,11/27/2023,11/23/2023
1370,Sandra Henderson,India,Printer,838.87,Completed,11/21/2022,11/9/2022
1371,Gabriel Vasquez,Germany,Webcam,913.41,Active,NULL,3/2/2023
1372,Gabriel Vasquez,Japan,Tablet,540.61,Completed,12/14/2022,11/26/2022
1373,Laurie Figueroa,USA,Smartphone,886.32,Completed,6/22/2023,6/21/2023
1374,Jeffrey Sims,Brazil,Monitor,814.7,Completed,1/13/2023,1/9/2023
1375,Bonnie Lucero,Germany,Headphones,643.31,Completed,2/3/2023,1/24/2023
1376,Jeffrey Sims,China,Mouse,609.17,Completed,6/6/2024,5/22/2024
1377,Stacey Brown,Germany,Headphones,759.99,Active,NULL,10/6/2022
1378,Kayla Banks,UK,Speaker,870.54,Completed,11/4/2023,10/27/2023
1379,Kayla Banks,Germany,Printer,253.9,Completed,8/7/2024,7/28/2024
1380,Jeffrey Rivera,Canada,Keyboard,344.54,Active,NULL,10/13/2023
1381,Cynthia Herman,USA,Speaker,330.69,Active,NULL,11/3/2022
1382,Brandon Richards,India,Keyboard,523.22,Completed,4/11/2024,3/30/2024
1383,Sandra Henderson,Canada,Monitor,762.34,Completed,6/11/2023,6/9/2023
1384,Bonnie Lucero,India,Smartphone,315.41,Completed,7/7/2023,6/25/2023
1385,Kevin King,USA,Tablet,585,Completed,3/16/2024,3/15/2024
1386,Kayla Banks,Canada,Tablet,263.21,Completed,12/2/2023,11/30/2023
1387,Justin Bowman,USA,Keyboard,320.99,Active,NULL,11/10/2022
1388,Jeffery Mills,France,Laptop,233.55,Completed,12/28/2023,12/22/2023
1389,Sandra Henderson,China,Webcam,445.7,Completed,1/13/2023,12/29/2022
1390,Michelle Garrett,Australia,Printer,481.59,Active,NULL,2/3/2024
1391,Stacey Brown,France,Webcam,608.32,Active,NULL,12/16/2022
1392,Candace Harris,Japan,Keyboard,484.8,Completed,2/6/2024,1/19/2024
1393,James Moore,UK,Smartphone,364.67,Completed,12/16/2023,12/8/2023
1394,Jeffrey Rivera,USA,Headphones,852.17,Active,NULL,2/2/2023
1395,Stacey Brown,India,Tablet,354.54,Completed,10/1/2022,9/19/2022
1396,Bonnie Lucero,USA,Webcam,893.45,Completed,12/25/2022,12/24/2022
1397,Michelle Garrett,France,Headphones,821.43,Completed,8/2/2024,7/27/2024
1398,Justin Bowman,China,Keyboard,984.91,Completed,9/27/2023,9/12/2023
1399,Bonnie Lucero,Japan,Monitor,823.49,Completed,7/3/2023,6/15/2023
1400,Candace Harris,France,Webcam,601.52,Completed,6/12/2023,6/6/2023
1401,Jeffrey Rivera,Australia,Printer,300.18,Completed,12/15/2023,11/25/2023
1402,Erin Arnold,Australia,Printer,628.14,Active,NULL,7/23/2023
1403,Candace Harris,France,Webcam,792.02,Completed,12/22/2023,12/16/2023
1404,Bonnie Lucero,USA,Webcam,734.89,Completed,11/7/2022,11/6/2022
1405,Jeffrey Rivera,Australia,Mouse,598.73,Completed,2/15/2024,1/26/2024
1406,Bonnie Lucero,France,Laptop,776.42,Completed,3/20/2023,3/14/2023
1407,James Moore,Canada,Laptop,445.29,Completed,2/14/2024,2/12/2024
1408,Gabriel Vasquez,Germany,Printer,511.08,Completed,9/8/2023,8/29/2023
1409,Gabriel Vasquez,Brazil,Keyboard,457.14,Completed,10/1/2022,9/27/2022
1410,Erin Arnold,Germany,Mouse,606.3,Completed,6/7/2023,5/28/2023
1411,Gabriel Vasquez,Japan,Keyboard,458.99,Active,NULL,9/7/2022
1412,Stacey Brown,Canada,Monitor,943.12,Completed,6/2/2023,5/31/2023
1413,Brandon Richards,Australia,Tablet,805.5,Completed,10/9/2023,9/19/2023
1414,Jeffrey Rivera,UK,Headphones,776.03,Completed,11/17/2023,11/9/2023
1415,Jessica White,France,Laptop,970.79,Active,NULL,7/20/2023
1416,Candace Harris,UK,Laptop,796.98,Completed,5/6/2024,4/28/2024
1417,Jessica White,India,Laptop,979.27,Active,NULL,11/6/2023
1418,Jessica White,Germany,Monitor,265.77,Completed,6/25/2023,6/15/2023
1419,Jessica White,Japan,Mouse,342.13,Active,NULL,6/19/2023
1420,Sandra Henderson,UK,Speaker,350.55,Active,NULL,12/25/2022
1421,Jeffrey Rivera,Canada,Headphones,806.81,Completed,5/22/2023,5/20/2023
1422,Erin Arnold,Japan,Webcam,984.31,Completed,5/24/2023,5/6/2023
1423,Kevin King,Canada,Webcam,463.54,Active,NULL,1/25/2023
1424,Debra Hughes,India,Webcam,717.26,Active,NULL,6/16/2024
1425,Cynthia Herman,France,Monitor,951.03,Active,NULL,12/28/2022
1426,Catherine Roberts,Japan,Mouse,699.76,Active,NULL,3/31/2024
1427,Gabriel Vasquez,Australia,Tablet,196.3,Completed,1/3/2023,12/14/2022
1428,Justin Bowman,UK,Headphones,321.03,Completed,11/7/2022,10/30/2022
1429,Erin Arnold,France,Mouse,874.78,Active,NULL,3/7/2023
1430,Brandon Richards,Canada,Keyboard,503.09,Completed,4/3/2023,4/1/2023
1431,Erin Arnold,Japan,Keyboard,726.39,Completed,7/25/2024,7/7/2024
1432,Sandra Henderson,Australia,Printer,747.82,Active,NULL,12/5/2023
1433,Bonnie Lucero,China,Laptop,827.49,Completed,4/22/2024,4/7/2024
1434,Kevin King,Brazil,Tablet,494.57,Active,NULL,8/12/2022
1435,Kayla Banks,Brazil,Monitor,480.61,Completed,6/21/2024,6/17/2024
1436,James Moore,France,Tablet,883.4,Completed,2/1/2023,1/26/2023
1437,Catherine Roberts,Japan,Laptop,472.66,Completed,5/22/2024,5/4/2024
1438,Laurie Figueroa,UK,Tablet,839.19,Completed,4/26/2024,4/18/2024
1439,Stacey Brown,France,Keyboard,353.51,Completed,11/19/2022,11/13/2022
1440,Stacey Brown,UK,Smartphone,231.26,Active,NULL,8/16/2022
1441,Jeffrey Rivera,Australia,Smartphone,452.56,Completed,6/19/2023,5/30/2023
1442,Catherine Roberts,Canada,Monitor,321.33,Completed,3/15/2024,3/13/2024
1443,James Moore,Brazil,Speaker,492.82,Active,NULL,2/20/2024
1444,Brandon Richards,Australia,Mouse,366.38,Completed,3/1/2024,2/10/2024
1445,Gabriel Vasquez,USA,Mouse,694.36,Completed,10/8/2022,10/7/2022
1446,Jeffery Mills,Brazil,Smartphone,798.72,Active,NULL,9/21/2023
1447,Kayla Banks,France,Smartphone,800.89,Completed,11/3/2022,10/28/2022
1448,Jeffery Mills,Australia,Webcam,917.95,Active,NULL,3/13/2023
1449,Justin Bowman,Japan,Tablet,621.87,Completed,1/2/2023,12/15/2022
1450,Laurie Figueroa,UK,Headphones,316.19,Completed,11/12/2022,11/4/2022
1451,Candace Harris,Brazil,Headphones,587.23,Completed,5/5/2023,5/1/2023
1452,Cynthia Herman,India,Speaker,253.75,Active,NULL,1/24/2024
1453,Gabriel Vasquez,India,Mouse,997.47,Active,NULL,5/11/2024
1454,Jeffrey Rivera,Japan,Laptop,905.73,Active,NULL,1/4/2023
1455,Jeffery Mills,USA,Laptop,784.68,Completed,9/7/2022,9/6/2022
1456,Candace Harris,India,Headphones,753.42,Completed,10/29/2023,10/17/2023
1457,Kevin King,UK,Keyboard,882.91,Active,NULL,6/23/2023
1458,Jeffery Mills,USA,Keyboard,168.34,Completed,8/30/2023,8/29/2023
1459,Gabriel Vasquez,Japan,Speaker,700.81,Active,NULL,11/18/2022
1460,Gabriel Vasquez,Brazil,Mouse,491.41,Active,NULL,10/17/2023
1461,Debra Hughes,France,Speaker,322.91,Active,NULL,11/13/2022
1462,Gabriel Vasquez,USA,Printer,141.68,Completed,6/4/2024,6/3/2024
1463,Jeffrey Sims,Japan,Laptop,558.93,Completed,11/12/2023,10/25/2023
1464,Kayla Banks,India,Mouse,531.63,Completed,9/2/2022,8/21/2022
1465,Catherine Roberts,Germany,Speaker,630.59,Completed,2/25/2024,2/15/2024
1466,Michelle Garrett,Brazil,Webcam,204.9,Active,NULL,4/12/2023
1467,Jeffrey Rivera,Japan,Webcam,494.36,Active,NULL,8/9/2023
1468,Jessica White,Brazil,Mouse,944.91,Completed,3/4/2024,2/29/2024
1469,Kayla Banks,Germany,Tablet,445.73,Completed,1/17/2023,1/7/2023
1470,Laurie Figueroa,Australia,Headphones,819.25,Completed,12/21/2023,12/1/2023
1471,Michelle Garrett,France,Keyboard,327.01,Completed,12/5/2022,11/29/2022
1472,Jeffery Mills,USA,Printer,801.36,Completed,10/3/2023,10/2/2023
1473,Kevin King,USA,Smartphone,418.31,Active,NULL,8/26/2022
1474,Gabriel Vasquez,Japan,Keyboard,211.35,Completed,11/24/2023,11/6/2023
1475,Gabriel Vasquez,Brazil,Monitor,117.86,Completed,3/1/2023,2/25/2023
1476,Jessica White,India,Smartphone,288.21,Completed,9/14/2022,9/2/2022
1477,Laurie Figueroa,UK,Mouse,423.66,Active,NULL,10/24/2022
1478,Cynthia Herman,China,Smartphone,737.2,Completed,3/28/2024,3/13/2024
1479,Candace Harris,Australia,Keyboard,888.35,Completed,6/17/2024,5/28/2024
1480,Justin Bowman,France,Keyboard,521.8,Active,NULL,7/10/2023
1481,Kevin King,India,Monitor,813.26,Completed,4/17/2024,4/5/2024
1482,Debra Hughes,UK,Printer,528.01,Completed,1/7/2024,12/30/2023
1483,James Moore,USA,Laptop,308.08,Completed,9/19/2023,9/18/2023
1484,Erin Arnold,USA,Smartphone,917.11,Completed,8/29/2023,8/28/2023
1485,Erin Arnold,France,Keyboard,101.73,Active,NULL,11/8/2022
1486,Jeffery Mills,China,Speaker,884.58,Completed,2/8/2023,1/24/2023
1487,Candace Harris,Canada,Smartphone,873.04,Active,NULL,4/5/2024
1488,Bonnie Lucero,Japan,Smartphone,375.53,Active,NULL,5/17/2024
1489,Kevin King,France,Printer,437.73,Completed,7/29/2024,7/23/2024
1490,Michelle Garrett,China,Printer,765.97,Active,NULL,10/31/2023
1491,Jeffrey Sims,Canada,Keyboard,593.73,Completed,7/5/2023,7/3/2023
1492,James Moore,India,Speaker,360.88,Active,NULL,4/14/2023
1493,Cynthia Herman,Canada,Monitor,166.76,Completed,11/6/2023,11/4/2023
1494,Brandon Richards,India,Mouse,218.87,Completed,5/8/2023,4/26/2023
1495,Erin Arnold,France,Webcam,886.06,Active,NULL,11/7/2022
1496,Jessica White,Canada,Keyboard,284.34,Completed,8/15/2022,8/13/2022
1497,Debra Hughes,India,Speaker,137.03,Completed,3/12/2023,2/28/2023
1498,Candace Harris,Germany,Keyboard,922.35,Completed,8/10/2024,7/31/2024
1499,James Moore,Germany,Keyboard,287.1,Active,NULL,11/11/2023
1500,Jessica White,Canada,Speaker,930.04,Completed,11/18/2022,11/16/2022
1501,Laurie Figueroa,Canada,Keyboard,991.81,Completed,3/24/2023,3/22/2023
1502,Brandon Richards,France,Speaker,348.23,Active,NULL,2/6/2024
1503,Jeffery Mills,Australia,Speaker,563.48,Active,NULL,12/19/2022
1504,Erin Arnold,UK,Keyboard,295.11,Active,NULL,8/29/2022
1505,Candace Harris,Canada,Speaker,277.36,Active,NULL,6/10/2023
1506,Candace Harris,Germany,Keyboard,348.31,Completed,6/8/2023,5/29/2023
1507,Justin Bowman,Japan,Tablet,811.29,Completed,11/23/2022,11/5/2022
1508,Bonnie Lucero,India,Speaker,709.4,Completed,11/25/2022,11/13/2022
1509,Gabriel Vasquez,Germany,Smartphone,979.91,Completed,9/23/2022,9/13/2022
1510,Jessica White,Japan,Speaker,618.88,Active,NULL,7/21/2023
1511,Kevin King,Japan,Laptop,335.46,Active,NULL,8/6/2022
1512,Erin Arnold,Japan,Smartphone,615.94,Completed,4/27/2024,4/9/2024
1513,Bonnie Lucero,UK,Printer,270.38,Active,NULL,12/29/2023
1514,Candace Harris,Canada,Headphones,702.99,Completed,10/6/2023,10/4/2023
1515,Justin Bowman,USA,Speaker,883.29,Completed,7/5/2023,7/4/2023
1516,Erin Arnold,UK,Laptop,611.8,Active,NULL,8/27/2022
1517,Stacey Brown,Japan,Headphones,392.16,Completed,11/28/2023,11/10/2023
1518,Erin Arnold,UK,Webcam,536.86,Completed,9/24/2023,9/16/2023
1519,Brandon Richards,Canada,Speaker,755.44,Completed,12/20/2023,12/18/2023
1520,Jessica White,Australia,Tablet,142.18,Completed,3/8/2023,2/16/2023
1521,Brandon Richards,France,Keyboard,469.51,Completed,8/20/2023,8/14/2023
1522,Justin Bowman,Germany,Headphones,834.88,Completed,10/10/2022,9/30/2022
1523,Erin Arnold,India,Webcam,175.96,Completed,1/15/2023,1/3/2023
1524,Kayla Banks,China,Headphones,851.81,Active,NULL,2/16/2023
1525,Stacey Brown,France,Tablet,480.31,Active,NULL,3/13/2024
1526,Justin Bowman,UK,Monitor,209.8,Completed,5/27/2024,5/19/2024
1527,Jeffrey Sims,USA,Monitor,256.98,Active,NULL,9/8/2023
1528,Jessica White,UK,Laptop,992.78,Completed,5/6/2023,4/28/2023
1529,Brandon Richards,France,Monitor,163.55,Completed,9/22/2023,9/16/2023
1530,Stacey Brown,China,Monitor,239.74,Completed,3/14/2024,2/28/2024
1531,Jessica White,Brazil,Printer,182.91,Completed,10/27/2023,10/23/2023
1532,Jeffrey Rivera,Australia,Headphones,939.79,Completed,4/11/2023,3/22/2023
1533,Gabriel Vasquez,France,Mouse,747.96,Active,NULL,4/23/2023
1534,Jeffrey Sims,Japan,Keyboard,449.25,Completed,10/27/2023,10/9/2023
1535,Brandon Richards,USA,Laptop,954.73,Completed,7/3/2023,7/2/2023
1536,Kayla Banks,Canada,Webcam,603.14,Completed,7/5/2023,7/3/2023
1537,Justin Bowman,USA,Tablet,881.15,Completed,12/9/2023,12/8/2023
1538,Brandon Richards,China,Webcam,357.49,Completed,5/8/2024,4/23/2024
1539,Stacey Brown,Germany,Printer,415.9,Completed,11/7/2023,10/28/2023
1540,James Moore,India,Monitor,628.05,Completed,12/3/2023,11/21/2023
1541,Justin Bowman,France,Speaker,636.56,Completed,2/2/2024,1/27/2024
1542,Jeffrey Sims,Canada,Headphones,957.03,Completed,4/4/2024,4/2/2024
1543,Kevin King,Germany,Headphones,639.38,Active,NULL,10/27/2022
1544,Bonnie Lucero,Germany,Speaker,280.06,Completed,11/24/2023,11/14/2023
1545,Jessica White,Germany,Speaker,791.14,Active,NULL,11/4/2023
1546,Stacey Brown,Japan,Keyboard,661.79,Completed,3/5/2024,2/16/2024
1547,Cynthia Herman,Germany,Printer,581.26,Completed,1/6/2024,12/27/2023
1548,Justin Bowman,USA,Tablet,205.39,Completed,12/3/2022,12/2/2022
1549,Catherine Roberts,China,Monitor,710.64,Completed,1/13/2024,12/29/2023
1550,Justin Bowman,USA,Speaker,877.73,Completed,3/23/2024,3/22/2024
1551,Kayla Banks,China,Smartphone,924.82,Completed,8/2/2024,7/18/2024
1552,Jeffery Mills,UK,Smartphone,910.67,Completed,1/22/2024,1/14/2024
1553,Gabriel Vasquez,Australia,Smartphone,334.63,Completed,11/15/2022,10/26/2022
1554,Debra Hughes,Canada,Smartphone,695.02,Active,NULL,6/25/2024
1555,Jeffrey Sims,India,Headphones,967.18,Active,NULL,1/15/2023
1556,Justin Bowman,Canada,Smartphone,959.89,Active,NULL,10/16/2022
1557,Jeffrey Rivera,UK,Smartphone,747.54,Completed,9/29/2023,9/21/2023
1558,Sandra Henderson,India,Monitor,222.14,Active,NULL,9/15/2022
1559,Kayla Banks,Canada,Printer,172.51,Active,NULL,1/5/2024
1560,Debra Hughes,Canada,Speaker,237.2,Completed,4/26/2024,4/24/2024
1561,Catherine Roberts,India,Laptop,606.73,Completed,11/3/2023,10/22/2023
1562,Bonnie Lucero,India,Tablet,845.67,Completed,5/28/2023,5/16/2023
1563,Erin Arnold,Canada,Laptop,885.3,Completed,9/28/2022,9/26/2022
